,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
1823,Rocksmith,PS3,2011,Misc,Ubisoft,0.53,0.36,0.09,1.12
1824,Call Of Duty 2: Big Red One,XB,2005,Shooter,Activision,0.66,0.4,0.0,1.12
1825,Yoshi's Cookie,NES,1992,Puzzle,Nintendo,0.41,0.06,0.63,1.12
1826,Rocksmith,X360,2011,Misc,Ubisoft,0.84,0.19,0.01,1.12
1827,Guitar Hero 5,PS2,2009,Misc,Activision,0.28,0.3,0.0,1.12
1828,Worldwide Soccer Manager 2008,PC,2007,Sports,Russel,0.0,1.12,0.0,1.12
1829,Yakuza 3,PS3,2009,Action,Sega,0.21,0.2,0.62,1.12
1830,Persona 4: Golden,PSV,2012,Role-Playing,Atlus,0.36,0.23,0.38,1.12
1831,Spider-Man 2,XB,2004,Action,Activision,0.82,0.26,0.0,1.12
1832,Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,0.63,0.36,0.02,1.12
1833,The Beatles: Rock Band,PS3,2009,Misc,MTV Games,0.67,0.29,0.0,1.12
1834,Dragon Age II,X360,2011,Action,Electronic Arts,0.72,0.29,0.01,1.11
1835,Counter-Strike,XB,2003,Shooter,Microsoft Game Studios,0.85,0.23,0.0,1.11
1836,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,Activision,0.63,0.37,0.0,1.11
1837,Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,0.92,0.04,0.0,1.11
1838,Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.45,0.49,0.0,1.11
1840,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,Ubisoft,0.68,0.38,0.0,1.11
1841,NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,0.95,0.14,0.0,1.11
1842,Donkey Kong Jr.,NES,1983,Platform,Nintendo,0.33,0.07,0.7,1.11
1843,Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,0.0,0.0,1.1,1.11
1844,Legend of Mana,PS,1999,Role-Playing,SquareSoft,0.18,0.13,0.73,1.11
1845,Pikmin 3,WiiU,2013,Strategy,Nintendo,0.44,0.32,0.29,1.11
1846,WWE 2K14,X360,2013,Sports,Take-Two Interactive,0.64,0.37,0.0,1.11
1847,Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,0.3,0.52,0.12,1.11
1848,Lumines: Puzzle Fusion,PSP,2004,Puzzle,Ubisoft,0.52,0.35,0.0,1.11
1849,Megamania,2600,1981,Shooter,Activision,1.03,0.06,0.0,1.1
1850,Jungle Hunt,2600,1982,Platform,Atari,1.03,0.06,0.0,1.1
1851,Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment,0.5,0.35,0.1,1.1
1852,Triple Play 98,PS,1997,Sports,Electronic Arts,0.61,0.42,0.0,1.1
1853,Plants vs. Zombies,DS,2011,Strategy,Mastertronic,0.9,0.12,0.0,1.1
1854,Lode Runner,NES,1984,Puzzle,Hudson Soft,0.0,0.0,1.1,1.1
1855,The Final Fantasy Legend,GB,1989,Role-Playing,SquareSoft,0.0,0.0,1.1,1.1
1856,Famicom Jump: Eiyuu Retsuden,NES,1989,Role-Playing,Namco Bandai Games,0.0,0.0,1.1,1.1
1857,F-Zero X,N64,1998,Racing,Nintendo,0.45,0.33,0.29,1.1
1858,Popeye,NES,1983,Platform,Nintendo,0.51,0.12,0.45,1.1
1859,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999,Strategy,Konami Digital Entertainment,0.0,0.0,1.1,1.1
1860,Omerta: City of Gangsters,PS3,2011,Simulation,Konami Digital Entertainment,0.52,0.42,0.0,1.1
1861,NBA Live 2001,PS2,2001,Sports,Electronic Arts,0.52,0.4,0.04,1.1
1862,SingStar Legends,PS2,2006,Misc,Sony Computer Entertainment,0.12,0.75,0.0,1.1
1863,SingStar Rocks!,PS2,2006,Misc,Sony Computer Entertainment,0.0,0.84,0.0,1.1
1864,Tales of Symphonia,GC,2003,Role-Playing,Nintendo,0.54,0.21,0.31,1.1
1865,LEGO City Undercover,WiiU,2013,Platform,Nintendo,0.47,0.42,0.13,1.1
1866,Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.53,0.45,0.0,1.1
1867,GRID,PS3,2008,Racing,Codemasters,0.31,0.56,0.03,1.1
1868,Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,0.45,0.52,0.01,1.1
1869,Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,1.1
1870,Petz Dogz 2,DS,2007,Simulation,Ubisoft,0.46,0.51,0.0,1.1
1871,NCAA Football 14,X360,2013,Sports,Electronic Arts,1.01,0.0,0.0,1.09
1872,Yakuza 2,PS2,2006,Adventure,Sega,0.05,0.04,0.84,1.09
1873,Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0.39,0.0,1.09
1874,Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,0.78,0.29,0.0,1.09
1875,NERF N-Strike,Wii,2008,Shooter,Electronic Arts,0.91,0.09,0.0,1.09
1876,NFL 2K1,DC,2000,Sports,Sega,1.02,0.05,0.0,1.09
1877,BeatMania,PS,1998,Simulation,Konami Digital Entertainment,0.0,0.0,1.07,1.09
1878,Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,0.54,0.33,0.01,1.09
1879,Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.2,0.7,0.02,1.09
1880,Madden NFL 2004,XB,2003,Sports,Electronic Arts,1.02,0.02,0.0,1.09
1881,Sonic and the Black Knight,Wii,2009,Platform,Sega,0.64,0.34,0.01,1.09
1882,The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,1.09
1883,Sonic Free Riders,X360,2010,Racing,Sega,0.74,0.25,0.0,1.09
1884,Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,0.53,0.42,0.0,1.09
1885,Densha De Go!,PS,1997,Simulation,Taito,0.0,0.0,1.02,1.09
1886,WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,0.44,0.46,0.01,1.09
1887,LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,0.61,0.38,0.0,1.09
1888,NCAA Football 13,X360,2012,Action,Electronic Arts,1.02,0.0,0.0,1.09
1889,Skate 2,X360,2009,Sports,Electronic Arts,0.82,0.17,0.01,1.09
1890,NFL Blitz 2000,PS,1998,Sports,Midway Games,0.6,0.41,0.0,1.09
1891,NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,0.53,0.41,0.0,1.08
1892,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002,Platform,THQ,0.53,0.41,0.0,1.08
1893,Imagine: Babysitters,DS,2008,Simulation,Ubisoft,0.63,0.35,0.0,1.08
1894,Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0.0,1.08
1895,Fisherman's Bass Club,PS2,2002,Sports,Agetec,0.53,0.41,0.0,1.08
1896,Empire: Total War,PC,2009,Strategy,Sega,0.01,0.97,0.0,1.08
1897,Virtua Fighter 5,PS3,2007,Fighting,Sega,0.29,0.51,0.08,1.08
1898,Dante's Inferno,PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,1.08
1899,Toy Story 3: The Video Game,PS3,2010,Action,Disney Interactive Studios,0.51,0.4,0.0,1.08
1900,Joust,2600,1982,Platform,Atari,1.01,0.06,0.0,1.08
1901,Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,0.64,0.34,0.0,1.08
1902,Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,Square Enix,0.37,0.3,0.28,1.08
1903,Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,0.42,0.58,0.0,1.08
1904,Disney Infinity 2.0: Marvel Super Heroes,X360,2014,Action,Disney Interactive Studios,0.64,0.34,0.0,1.08
1905,Ready 2 Rumble Boxing,PS,1998,Sports,Midway Games,0.6,0.41,0.0,1.08
1906,Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.4,0.0,1.08
1907,Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,0.77,0.29,0.0,1.08
1908,Disney's Lilo & Stitch,GBA,2002,Platform,Ubisoft,0.77,0.29,0.0,1.08
1909,Star Fox: Assault,GC,2005,Shooter,Nintendo,0.68,0.18,0.19,1.08
1910,Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,0.51,0.47,0.0,1.08
1911,The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.54,0.0,1.07
1912,Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,0.0,0.0,1.0,1.07
1913,LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,0.96,0.03,0.0,1.07
1914,Call of Duty 3,PS2,2006,Shooter,Activision,0.89,0.03,0.0,1.07
1915,FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,0.26,0.69,0.0,1.07
1916,Imagine: Fashion Designer New York,DS,2008,Simulation,Ubisoft,0.65,0.32,0.0,1.07
1917,Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.4,0.03,1.07
1918,Championship Manager 99/00,PC,1999,Sports,Eidos Interactive,0.0,0.98,0.0,1.07
1919,Virtua Fighter,SAT,1994,Fighting,Sega,0.17,0.12,0.77,1.07
1920,WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ,0.53,0.01,0.0,1.07
1921,The Biggest Loser,Wii,2009,Sports,THQ,0.86,0.12,0.0,1.07
1922,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,Capcom,0.79,0.18,0.03,1.07
1923,Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,0.53,0.42,0.01,1.07
1924,NHL 99,PS,1997,Sports,Electronic Arts,0.59,0.4,0.0,1.07
1925,Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,0.08,0.9,0.04,1.07
1926,SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,0.74,0.15,0.13,1.07
1927,Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,0.6,0.36,0.0,1.07
1928,MySims Agents,DS,2009,Adventure,Electronic Arts,0.54,0.42,0.0,1.07
1929,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,0.17,0.12,0.71,1.07
1930,World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0.0,1.07
1931,Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,0.49,0.34,0.09,1.07
1932,Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive,0.57,0.38,0.02,1.07
1933,Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,0.31,0.2,0.45,1.07
1934,Hot Wheels Turbo Racing,PS,1999,Racing,Electronic Arts,0.59,0.4,0.0,1.07
1935,NCAA Football 99,PS,1998,Sports,Electronic Arts,0.59,0.4,0.0,1.06
1936,Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,0.88,0.04,0.0,1.06
1937,Freekstyle,PS2,2002,Racing,Electronic Arts,0.52,0.41,0.0,1.06
1938,Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,0.28,0.49,0.03,1.06
1939,Spore Creatures,DS,2008,Simulation,Electronic Arts,0.66,0.3,0.0,1.06
1940,The Orange Box,PS3,2007,Shooter,Electronic Arts,0.28,0.58,0.0,1.06
1941,Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,D3Publisher,0.0,0.0,0.99,1.06
1942,DJ Hero,X360,2009,Misc,Activision,0.56,0.39,0.0,1.06
1943,Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,0.53,0.4,0.03,1.06
1944,NBA Street V3,PS2,2005,Sports,Electronic Arts,0.52,0.41,0.0,1.06
1945,Worms Armageddon,PS,1999,Strategy,Microprose,0.18,0.81,0.0,1.06
1946,Hulk,PS2,2003,Action,Universal Interactive,0.52,0.41,0.0,1.06
1947,Overwatch,XOne,2016,Shooter,Activision,0.63,0.33,0.0,1.06
1948,NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,1.01,0.05,0.0,1.06
1949,NFL Blitz,N64,1998,Sports,Midway Games,1.02,0.04,0.0,1.06
1950,Aliens vs Predator,X360,2010,Shooter,Sega,0.55,0.4,0.0,1.06
1951,Skylanders Giants,PS3,2012,Action,Activision,0.36,0.49,0.0,1.06
1952,Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.03,0.02,0.0,1.06
1953,Endless Ocean,Wii,2007,Adventure,Nintendo,0.43,0.46,0.09,1.06
1954,Spider-Man 2,GBA,2004,Action,Activision,0.76,0.28,0.0,1.06
1955,Seek and Destroy,PS2,2002,Racing,Play It,0.52,0.4,0.0,1.06
1956,Darksiders,X360,2010,Action,THQ,0.67,0.28,0.01,1.06
1957,Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,0.65,0.3,0.01,1.06
1958,LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,0.61,0.35,0.0,1.06
1959,Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,1.06
1960,DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.57,0.01,1.06
1961,Sega Superstars Tennis,Wii,2008,Sports,Sega,0.28,0.65,0.0,1.05
1962,DiRT,PS3,2007,Racing,Codemasters,0.16,0.66,0.0,1.05
1963,Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,0.95,0.01,0.01,1.05
1964,Cosmic Ark,2600,1981,Shooter,Imagic,0.99,0.05,0.0,1.05
1965,Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.46,0.31,0.2,1.05
1966,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,1.05
1967,Defender,2600,1980,Misc,Atari,0.99,0.05,0.0,1.05
1968,Dora the Explorer: Dora Saves the Mermaids,DS,2007,Platform,Take-Two Interactive,0.97,0.01,0.0,1.05
1969,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.92,1.05
1970,Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,0.0,0.0,1.05,1.05
1971,Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment,0.0,0.0,1.04,1.05
1972,Adventure Island,NES,1986,Platform,Hudson Soft,0.0,0.0,1.05,1.05
1973,NBA 2K3,PS2,2002,Sports,Sega,0.51,0.4,0.0,1.05
1974,LEGO The Lord of the Rings,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0.0,1.05
1975,The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,0.78,0.26,0.0,1.05
1976,Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0.0,1.05
1977,EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.41,0.01,1.05
1978,Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,0.52,0.51,0.0,1.05
1979,Virtua Tennis 3,PS3,2007,Sports,Sega,0.23,0.58,0.03,1.05
1980,Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,1.05
1981,MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,0.51,0.4,0.0,1.04
1982,Imagine: Animal Doctor,DS,2007,Simulation,Ubisoft,0.45,0.48,0.0,1.04
1984,WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,0.56,0.37,0.01,1.04
1985,Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,1.04
1986,Sleeping Dogs,PS3,2012,Action,Square Enix,0.31,0.49,0.05,1.04
1987,ATV: Quad Power Racing,PS,2000,Racing,Acclaim Entertainment,0.58,0.39,0.0,1.04
1988,Mega Man X4,PS,1996,Action,Virgin Interactive,0.45,0.3,0.22,1.04
1989,Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,1.04
1990,Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,1.04
1991,Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.46,0.0,1.04
1992,Bomberman 64,N64,1997,Puzzle,Hudson Soft,0.5,0.2,0.31,1.04
1993,Jeremy McGrath Supercross 98,PS,1998,Racing,Acclaim Entertainment,0.91,0.1,0.0,1.04
1994,F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,0.39,0.16,0.37,1.04
1995,Sonic the Hedgehog,X360,2006,Platform,Sega,0.44,0.48,0.0,1.04
1996,Sonic & Sega All-Stars Racing,DS,2010,Racing,Sega,0.43,0.5,0.0,1.04
1997,Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,0.53,0.46,0.0,1.04
1998,The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.39,0.0,1.03
1999,F1 2012,PS3,2012,Racing,Codemasters,0.12,0.63,0.05,1.03
2000,Brink,X360,2011,Shooter,Bethesda Softworks,0.59,0.35,0.01,1.03
2001,MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0.0,1.03
2002,WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,0.47,0.34,0.0,1.03
2003,UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.32,0.03,1.03
2004,LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,0.54,0.39,0.0,1.03
2005,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,1.03
2006,Super Princess Peach,DS,2005,Platform,Nintendo,0.7,0.05,0.21,1.03
2007,Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,1.03
2008,NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0.0,1.03
2010,Bomberman,NES,1985,Puzzle,Hudson Soft,0.18,0.0,0.85,1.03
2011,The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.56,0.3,0.08,1.03
2012,LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.42,0.0,1.03
2013,Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0.0,1.03
2014,Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive,0.38,0.12,0.51,1.03
2015,MySims Agents,Wii,2009,Adventure,Electronic Arts,0.61,0.32,0.0,1.03
2016,Junior Brain Trainer,DS,2008,Misc,GSP,0.23,0.71,0.0,1.03
2017,MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,0.16,0.57,0.0,1.02
2018,FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,1.02
2019,ZhuZhu Pets,DS,2010,Simulation,Activision,0.67,0.26,0.0,1.02
2020,Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.93,0.01,0.0,1.02
2021,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,0.32,0.36,0.26,1.02
2022,Shrek 2,GC,2004,Platform,Activision,0.73,0.26,0.01,1.02
2023,NBA 2K17,XOne,2016,Sports,Take-Two Interactive,0.86,0.06,0.0,1.02
2024,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,1.02
2025,Sonic Unleashed,PS3,2008,Platform,Sega,0.56,0.32,0.01,1.02
2026,Final Fight 2,SNES,1993,Action,Capcom,0.39,0.12,0.49,1.02
2027,The Lost World: Jurassic Park,PS,1997,Action,Electronic Arts,0.57,0.39,0.0,1.02
2028,Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.64,0.28,0.0,1.02
2029,Dance on Broadway,Wii,2010,Misc,Ubisoft,0.25,0.65,0.0,1.02
2030,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.31,0.0,1.02
2031,Petz: Catz 2,DS,2007,Simulation,Ubisoft,0.51,0.4,0.0,1.02
2032,Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,1.02
2033,Skylanders SWAP Force,PS3,2013,Platform,Activision,0.43,0.42,0.0,1.02
2034,Madden NFL 07,XB,2006,Sports,Electronic Arts,0.97,0.03,0.0,1.02
2035,Sonic Generations,3DS,2011,Platform,Sega,0.44,0.47,0.01,1.02
2036,Rock Band 2,Wii,2008,Misc,MTV Games,0.93,0.01,0.0,1.02
2037,Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0.0,1.02
2038,Pokemon Conquest,DS,2012,Role-Playing,Nintendo,0.56,0.05,0.37,1.02
2039,Wall-E,Wii,2008,Platform,THQ,0.51,0.4,0.0,1.01
2040,Pong: The Next Level,PS,1998,Puzzle,Hasbro Interactive,0.56,0.38,0.0,1.01
2041,Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.44,0.46,0.0,1.01
2042,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios,0.56,0.34,0.02,1.01
2043,Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.04,0.22,1.01
2044,The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.46,0.0,1.01
2045,NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,0.87,0.12,0.0,1.01
2046,Championship Manager 3,PC,2003,Sports,Eidos Interactive,0.0,0.93,0.0,1.01
2047,Need for Speed: Most Wanted,PSV,2012,Racing,Electronic Arts,0.33,0.45,0.01,1.01
2048,Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,1.01
2049,Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.34,0.0,1.01
2050,Rayman Legends,PS4,2014,Platform,Ubisoft,0.22,0.64,0.0,1.01
2051,Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,Sega,0.0,0.0,1.01,1.01
2052,Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.34,0.02,1.01
2053,Monster Rancher,PS,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,1.01
2054,ZombiU,WiiU,2012,Action,Ubisoft,0.52,0.36,0.05,1.01
2055,Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,0.5,0.26,0.17,1.01
2056,Ford Racing 2,PS2,2003,Racing,Empire Interactive,0.49,0.38,0.0,1.0
2057,Breath of Fire III,PS,1997,Role-Playing,Capcom,0.29,0.19,0.46,1.0
2058,NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0.0,0.0,1.0
2059,God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.35,0.03,1.0
2060,Dead or Alive 2,PS2,2000,Fighting,Tecmo Koei,0.3,0.24,0.38,1.0
2061,1942,NES,1985,Shooter,Capcom,0.65,0.14,0.21,1.0
2062,Game & Watch Gallery,GB,1997,Misc,Nintendo,0.63,0.25,0.09,1.0
2063,Excitebike 64,N64,2000,Racing,Nintendo,0.65,0.15,0.19,1.0
2064,NES Open Tournament Golf,NES,1991,Sports,Nintendo,0.41,0.1,0.47,1.0
2065,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,0.0,0.0,1.0,1.0
2066,SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,0.78,0.18,0.03,1.0
2067,PES 2009: Pro Evolution Soccer,X360,2008,Sports,Konami Digital Entertainment,0.13,0.76,0.03,1.0
2068,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006,Sports,Konami Digital Entertainment,0.08,0.9,0.02,1.0
2069,Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,0.56,0.38,0.0,1.0
2070,NFL GameDay 2001,PS,2000,Sports,Sony Computer Entertainment,0.56,0.38,0.0,1.0
2071,NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0.0,1.0
2072,Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,1.0
2073,Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.49,0.01,1.0
2074,Jampack Winter 2000,PS,2000,Misc,Sony Computer Entertainment,0.55,0.38,0.0,1.0
2075,NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.99
2076,Just Dance 2014,X360,2013,Misc,Ubisoft,0.72,0.17,0.0,0.99
2077,NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0.0,0.0,0.99
2078,The Simpsons: Hit & Run,GC,2003,Racing,Vivendi Games,0.77,0.2,0.0,0.99
2079,UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.2,0.0,0.99
2080,Kirby: Mass Attack,DS,2011,Platform,Nintendo,0.48,0.06,0.41,0.99
2081,Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.99
2082,Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,0.55,0.38,0.0,0.99
2083,The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.99
2084,DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.52,0.0,0.99
2085,Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0.0,0.99
2086,Shadow The Hedgehog,GC,2005,Platform,Sega,0.76,0.2,0.0,0.99
2087,EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.99
2088,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.28,0.04,0.64,0.99
2089,Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.99
2090,Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.99
2091,Cars: Race-O-Rama,Wii,2009,Racing,THQ,0.61,0.29,0.0,0.99
2092,Puzzler Collection,DS,2008,Puzzle,Ubisoft,0.16,0.78,0.0,0.99
2093,Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.52,0.27,0.0,0.98
2094,Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.98
2095,Littlest Pet Shop: Winter,DS,2008,Simulation,Electronic Arts,0.58,0.31,0.0,0.98
2096,Final Fantasy Type-0,PS4,2015,Role-Playing,Square Enix,0.37,0.32,0.15,0.98
2097,FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.64,0.0,0.98
2098,Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.98
2099,Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.98
2100,Mario Party Advance,GBA,2005,Misc,Nintendo,0.5,0.19,0.28,0.98
2101,Tetris 2,NES,1993,Puzzle,Nintendo,0.62,0.13,0.21,0.98
2102,Zoo Tycoon DS,DS,2005,Strategy,THQ,0.86,0.03,0.01,0.98
2103,NASCAR 99,N64,1998,Racing,Electronic Arts,0.94,0.04,0.0,0.98
2104,WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,0.38,0.5,0.0,0.98
2106,Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.26,0.0,0.98
2108,Rocksmith 2014,PS3,2013,Misc,Ubisoft,0.53,0.24,0.05,0.98
2109,Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.98
